custid,townsize,gender,age,birthmonth,ed,jobcat,union,employ,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,addresscat,cars,carown,cartype,carvalue,carbought,carbuy,commute,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,card2,card2type,card2benefit,card2fee,card2tenure,carditems,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,equipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,Customer_cat
0197-AMEAYR-851,1,0,47,August,19,2,0,1,0,75,2.2,0.1,-2.28,1.55,0.44,0,4,1,21,5,2,6,0,0,0,0,0,0,6,0,2,4,1,1,1,46.1,1,0,3,22,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,4,0,15,4,4,4,0,12,14,5,136.67,0,3,21,1,6.15,1.82,141.25,0,0,NA,0,NA,1,26.35,516.3,1,13.75,2.62,290,5.67,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,0,0,0,0,1,0,medium_spend_cust
1743-WAHPKT-DNW,1,0,75,February,10,2,0,11,0,28,3.3,0.39,-0.93,0.53,-0.64,0,2,1,10,1,2,0,0,0,0,0,0,0,0,1,3,3,1,1,0,13.8,0,0,4,20,0,0,0,1,0,0,0,1,0,0,9,6,1,1,0,1,2,2,0,3,3,2,4,0,6,10,6,163.55,0,2,16,0,4.3,1.46,75,1,22.5,3.11,368.3,5.91,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,1,0,0,0,1,12,1,1,1,0,0,0,0,0,0,0,1,0,medium_spend_cust
9840-VEWFQZ-W5V,1,1,43,August,19,2,0,4,0,33,12.6,2.12,0.75,2.04,0.71,0,1,1,20,5,2,5,0,0,0,0,0,0,5,1,3,3,1,1,1,17.2,0,0,1,22,1,0,1,0,0,0,0,0,0,0,9,4,1,0,1,4,1,3,1,9,1,2,3,0,3,14,9,253.58,1,1,27,0,6.65,1.89,201.55,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,1,0,0,0,0,0,medium_spend_cust
6203-JLXPIJ-YQZ,5,0,45,December,10,6,0,15,0,44,13.6,0.99,-0.01,5,1.61,0,2,1,9,1,5,1,1,0,0,0,0,0,0,1,1,4,1,1,1,30.9,1,0,8,39,1,0,1,1,1,0,0,1,0,0,9,5,1,0,0,3,2,2,1,27,2,3,4,1,20,9,2,54.74,1,1,62,0,16.15,2.78,1016.85,0,0,NA,0,NA,0,0,0,1,28.25,3.34,1730,7.46,0,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
4166-WEDNXN-5RK,4,0,21,December,16,3,0,0,0,31,9.2,0.77,-0.26,2.08,0.73,1,1,0,-1,-1,1,6,1,0,0,2,0,0,3,0,2,1,2,1,0,16,1,0,5,25,0,1,0,1,1,0,0,0,0,0,9,6,0,1,1,4,3,1,0,3,3,1,1,0,2,9,3,89.2,1,1,13,0,4.75,1.56,47.55,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,0,1,0,0,low_spend_cust
4643-WSLHBV-DM5,1,0,53,December,21,3,0,19,0,284,9.4,15.46,2.74,11.24,2.42,1,2,0,-1,-1,1,2,0,0,2,0,0,0,0,1,1,4,2,1,0,92.4,0,0,1,29,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,4,1,3,1,30,2,1,2,0,18,12,5,285.59,0,2,48,0,13.35,2.59,661.55,1,45,3.81,2199.2,7.7,0,0,0,1,13.75,2.62,540,6.29,1,57.05,4.04,2716.6,7.91,1,1,1,3,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,0,0,0,high_spend_cust
1441-JNZRPW-8KQ,3,1,30,December,13,6,0,8,0,49,2.1,0.19,-1.64,0.84,-0.18,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,2,3,1,0,28.8,0,0,4,34,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,2,3,4,1,2,3,2,3,1,2,12,6,133.45,0,1,3,1,4.05,1.4,11.15,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,1,18,1,1,1,0,0,1,1,0,0,0,0,0,medium_spend_cust
5811-BKUTYY-F7I,1,1,58,May,19,6,0,18,1,15,7.6,0.08,-2.47,1.06,0.05,0,5,0,-1,-1,1,4,0,0,0,0,0,0,4,0,2,3,1,1,1,9.2,0,0,3,20,0,0,1,0,0,0,0,1,0,1,9,4,0,0,1,3,1,2,0,19,4,4,3,1,10,4,6,57.7,0,3,42,0,16.55,2.81,710.95,0,0,NA,0,NA,0,0,0,1,30.75,3.43,1270,7.15,0,0,NA,0,NA,0,0,0,2,0,1,0,1,0,1,16,1,1,1,0,1,1,0,0,0,0,0,0,low_spend_cust
0926-OZQUQX-GXA,2,0,35,January,11,1,1,5,0,17,2.3,0.25,-1.37,0.14,-1.99,1,2,1,9,1,4,4,0,0,0,0,0,0,4,1,1,3,1,1,1,11.4,0,0,8,24,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,3,4,1,17,3,1,1,0,17,12,8,153.43,1,1,48,0,12.9,2.56,555.75,0,0,NA,0,NA,0,0,0,1,10,2.3,515,6.24,0,0,NA,0,NA,1,0,0,0,0,0,1,0,0,1,26,0,1,1,0,1,0,0,0,1,0,0,0,low_spend_cust
5007-HXEVVL-NW5,2,1,48,August,14,1,0,14,0,83,11.3,4.82,1.57,4.56,1.52,0,3,1,13,2,2,7,0,1,0,0,0,0,6,1,3,4,1,1,1,36,0,1,3,26,1,0,1,0,0,0,1,0,0,0,3,4,1,0,0,4,1,4,0,12,3,2,4,1,9,8,2,73.36,1,3,37,0,5.6,1.72,221.2,1,24,3.18,885.9,6.79,1,49.85,1886.7,1,33,3.5,1120,7.02,1,50,3.91,1710.15,7.44,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,medium_spend_cust
8101-YOBRYX-REF,3,1,57,April,15,1,0,8,0,82,34.2,1.12,0.11,26.92,3.29,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,4,4,1,1,53.2,1,0,1,18,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,3,3,1,0,9,5,4,4,0,5,12,2,100.91,1,2,18,0,5.75,1.75,107.95,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,1,21,3.04,351.7,5.86,0,1,0,2,1,0,0,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
8267-UTARFV-TZK,1,1,61,April,20,3,0,11,0,62,2.3,0.54,-0.62,0.89,-0.12,0,4,1,18,4,4,2,0,2,0,0,0,0,0,1,1,3,0,-1,-1,-1,-1,0,6,23,0,1,0,0,0,1,0,0,0,0,9,5,0,0,1,1,4,2,1,12,4,1,2,0,10,10,9,378.38,1,2,30,1,5.6,1.72,174.05,1,28.25,3.34,793.05,6.68,0,0,0,1,12.75,2.55,330,5.8,0,0,NA,0,NA,0,0,0,0,0,1,1,1,1,1,18,1,1,1,0,0,1,0,0,0,0,1,0,medium_spend_cust
4432-KMTQXO-788,4,1,56,April,19,1,0,6,0,138,7,4.47,1.5,5.19,1.65,0,4,1,15,3,2,0,0,0,0,0,0,0,0,0,2,4,5,1,0,67.8,1,0,1,19,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,3,1,0,35,1,1,4,1,26,10,7,325.96,1,3,66,0,22.05,3.09,1442.05,1,42.75,3.76,2678,7.89,1,48.05,3054.8,1,32.25,3.47,2120,7.66,1,60.5,4.1,4054.25,8.31,1,1,1,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,0,0,0,medium_spend_cust
9172-WITHKP-BXZ,1,1,29,June,17,2,0,1,0,35,5.7,1.08,0.08,0.92,-0.09,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,2,3,0,1,16.8,0,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,3,2,4,0,11,2,4,3,0,11,15,11,344.38,1,3,57,0,17.05,2.84,934,1,30.75,3.43,1727.8,7.45,0,0,0,1,14.75,2.69,790,6.67,1,43.15,3.76,2437.2,7.8,1,1,0,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0,medium_spend_cust
1114-UELZXT-QT7,1,1,68,August,11,4,0,36,1,35,12.2,0.74,-0.3,3.53,1.26,0,3,1,16,3,2,0,0,0,0,0,0,0,0,0,2,5,2,1,0,13.9,0,1,1,19,1,0,1,0,0,0,0,1,0,0,9,6,1,0,0,1,2,4,0,30,2,1,3,0,24,4,9,313.28,0,2,64,0,17.7,2.87,1114,0,0,NA,0,NA,0,0,0,1,25.5,3.24,1585,7.37,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,1,1,1,0,0,low_spend_cust
0992-DNDKIT-CUP,3,0,22,June,16,6,0,0,0,20,5.2,0.28,-1.27,0.76,-0.27,1,1,1,13,2,4,3,3,0,0,0,0,0,0,0,2,1,0,-1,-1,-1,-1,0,4,19,0,0,0,1,0,0,0,1,0,0,9,2,1,0,1,4,3,2,0,4,1,1,3,0,4,16,6,110.53,1,1,29,1,7.2,1.97,220.9,0,0,NA,0,NA,1,21.4,559.85,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
2654-JRLXAI-HC7,1,1,46,March,10,1,0,5,0,25,7.7,0.48,-0.74,1.45,0.37,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,3,2,1,0,13.4,0,1,5,26,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,2,3,0,16,1,1,3,0,9,7,6,108.01,0,1,31,0,9.2,2.22,322.5,1,17.5,2.86,552.75,6.31,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,1,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,low_spend_cust
0405-BACHZT-AYK,1,0,24,October,17,1,0,0,0,33,3.9,0.43,-0.85,0.86,-0.15,0,1,1,19,4,3,1,1,0,0,0,0,0,0,1,3,2,2,1,1,16.8,1,0,1,30,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,4,4,0,6,3,3,2,0,2,12,5,96.12,0,3,5,1,5.95,1.78,38.25,0,0,NA,0,NA,1,41.85,163.4,0,0,NA,0,NA,1,25.4,3.23,89.6,4.5,0,1,0,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0,low_spend_cust
4939-KCMADL-HLM,2,1,78,June,16,2,0,18,1,32,23.1,3.17,1.15,4.22,1.44,0,5,1,17,4,2,9,0,0,0,0,0,0,9,0,2,4,1,0,0,14.8,0,0,6,22,1,0,1,1,1,1,0,0,0,0,9,4,0,0,0,2,3,4,0,19,3,3,1,0,12,11,7,120.6,0,2,39,0,6.75,1.91,234.75,1,43.75,3.78,1739.95,7.46,0,0,0,1,16.5,2.8,620,6.43,1,32.2,3.47,1224.05,7.11,1,1,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0,low_spend_cust
4724-UVMKNV-Z1I,2,0,73,July,10,1,0,31,1,16,3,0.3,-1.21,0.18,-1.71,0,4,1,10,1,4,5,0,0,0,0,5,0,0,0,2,4,2,0,0,7,0,1,1,19,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,1,3,0,33,3,2,1,0,25,11,2,67.22,0,2,66,0,19.1,2.95,1231.75,0,0,NA,0,NA,0,0,0,1,28.5,3.35,1900,7.55,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,33,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
4231-HZEXGK-HRI,3,1,26,August,20,1,0,0,0,64,3.9,0.39,-0.94,2.1,0.74,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,2,2,1,0,27.3,0,1,1,33,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,4,3,3,0,3,3,1,2,0,2,14,3,109.96,1,1,8,0,2.05,0.72,15.45,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0,medium_spend_cust
4979-WSWKYV-BSV,1,1,44,March,15,3,0,7,0,31,14.8,2.11,0.74,2.48,0.91,0,4,0,-1,-1,1,12,0,0,0,0,0,0,12,0,2,3,3,1,1,13.5,0,1,1,21,1,1,1,0,0,0,0,0,0,0,2,4,0,1,1,1,1,3,0,21,3,4,3,0,12,9,8,364.58,0,2,52,0,12.25,2.51,629.55,0,0,NA,0,NA,0,0,0,1,27,3.3,1400,7.24,0,0,NA,0,NA,1,0,0,0,0,0,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,0,0,medium_spend_cust
7245-IUATZR-VLV,1,0,30,February,12,2,0,1,0,18,14.5,0.8,-0.22,1.81,0.59,0,2,1,15,3,4,0,0,0,0,0,0,0,0,0,1,3,5,1,0,10.2,1,0,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,1,2,4,3,0,12,4,2,4,0,6,10,4,105.02,1,1,27,0,3.2,1.16,86.3,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
2041-WAUPOH-84L,4,0,44,February,8,2,0,9,0,41,3.1,0.15,-1.89,1.12,0.11,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,4,2,1,0,16.4,0,0,5,32,1,0,0,0,1,1,0,0,0,0,9,1,0,1,1,2,2,2,0,9,3,3,3,0,7,10,3,110.03,0,2,14,0,5.7,1.74,75.95,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,1,0,medium_spend_cust
5472-GUGMBS-ZVK,2,1,21,May,12,3,1,1,0,22,2.7,0.28,-1.29,0.32,-1.14,1,1,1,12,2,2,0,0,0,0,0,0,0,0,1,3,1,3,1,0,11.5,0,1,1,29,1,0,0,0,0,0,0,1,0,0,2,2,0,1,1,5,1,4,0,3,3,1,2,0,2,16,7,174.36,1,1,6,0,4.55,1.52,26.35,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,0,0,0,0,0,0,1,0,1,17,1,1,1,0,1,0,0,0,0,0,0,0,medium_spend_cust
1811-FUILIP-L3S,1,1,62,September,9,5,1,31,1,14,15,0.58,-0.55,1.52,0.42,0,1,1,11,1,2,3,0,1,0,0,2,0,0,1,3,5,3,0,1,5.1,0,0,1,18,1,0,1,1,0,0,0,0,0,0,9,3,0,0,0,2,2,1,0,37,3,3,4,0,28,7,1,15.58,0,3,70,0,41.75,3.73,2817.05,1,28.75,3.36,2108.75,7.65,0,0,0,1,38.25,3.64,2655,7.88,0,0,NA,0,NA,1,0,0,0,1,0,1,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0,low_spend_cust
2687-GRSYRT-YRW,3,0,33,May,14,2,1,4,0,82,6.9,3.75,1.32,1.91,0.65,0,4,1,14,2,2,5,0,0,0,0,0,0,5,1,1,2,2,0,1,58.4,0,0,1,30,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,1,2,1,0,8,4,2,4,1,8,9,4,145.98,0,3,21,1,4.45,1.49,81.7,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,1,15,1,1,1,0,1,0,1,0,1,1,0,0,medium_spend_cust
9184-ABVZGX-Z4V,1,0,65,August,17,2,1,7,0,91,0.3,0.09,-2.36,0.18,-1.72,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,53.9,0,0,5,17,0,0,0,0,1,0,0,0,0,0,2,5,1,0,1,1,3,2,1,36,4,4,1,0,27,11,2,90.42,1,2,68,1,22,3.09,1487.15,0,0,NA,0,NA,1,55.95,3887.2,1,19,2.94,1325,7.19,1,84.85,4.44,5602.9,8.63,1,1,1,4,1,0,0,0,1,1,17,1,1,1,1,1,0,1,1,1,0,0,0,medium_spend_cust
9891-ZXATIA-55Z,2,0,38,May,16,6,0,10,0,74,4.7,0.7,-0.36,2.78,1.02,0,2,1,12,2,2,0,0,0,0,0,0,0,0,1,1,3,5,1,1,36.5,0,0,1,27,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,1,2,1,0,15,2,3,2,0,9,9,2,164.71,1,3,36,0,14.1,2.65,521.9,1,24.75,3.21,888.9,6.79,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,1,0,0,0,0,1,18,1,1,1,0,0,1,0,0,0,0,0,0,medium_spend_cust
6246-WBWHHS-GFB,3,1,34,August,15,2,0,3,0,46,2.1,0.36,-1.03,0.61,-0.5,0,4,0,-1,-1,2,2,2,0,0,0,0,0,0,1,1,3,3,1,0,17.5,0,1,1,28,1,0,0,0,1,0,0,1,0,0,9,5,0,0,1,1,2,1,0,14,4,4,3,0,7,6,5,83.39,1,1,31,0,10.8,2.38,354.45,1,25,3.22,733.35,6.6,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,1,1,1,1,1,0,1,20,1,1,1,0,1,1,1,0,0,0,1,0,low_spend_cust
2212-AOYDMW-0ZV,2,0,78,December,20,1,1,13,1,14,8.2,0.31,-1.18,0.84,-0.17,0,3,1,14,2,2,4,0,0,0,0,0,0,4,1,4,5,2,0,0,8,0,0,4,25,1,1,0,1,0,0,0,1,0,1,9,4,0,1,0,4,2,4,0,39,3,3,4,0,30,9,9,171.27,0,2,72,0,35.8,3.58,2537.2,0,0,NA,0,NA,0,0,0,1,55.5,4.02,3980,8.29,0,0,NA,0,NA,1,0,0,1,1,0,0,1,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
8268-VLELYK-IJK,3,1,47,November,10,3,0,17,0,68,22,5.4,1.69,9.56,2.26,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,3,4,1,1,40.5,0,1,1,26,1,0,0,1,0,0,0,0,0,0,9,5,0,0,0,2,4,4,0,16,3,4,1,1,7,16,7,306.53,0,1,28,0,7.95,2.07,213.9,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,0,0,0,0,medium_spend_cust
6023-TINSQC-7T4,3,1,60,February,19,6,0,22,0,101,7.2,1.5,0.4,5.77,1.75,0,4,1,20,5,2,2,0,1,1,0,0,0,0,0,2,4,2,1,0,39.7,0,1,1,30,1,0,1,0,0,1,0,0,0,0,9,6,1,0,1,1,2,4,0,12,3,1,1,0,7,9,3,400.61,1,3,14,1,10.1,2.31,121.55,1,26,3.26,364.35,5.9,1,39.05,494.8,1,18,2.89,215,5.37,1,22.65,3.12,271.75,5.6,1,1,1,4,0,1,1,1,1,1,17,1,1,1,1,1,0,0,1,0,0,1,0,high_spend_cust
2332-AAKERL-PNS,4,1,61,May,17,1,0,7,0,121,9.1,4.09,1.41,6.93,1.94,0,3,1,12,2,2,5,0,2,3,0,0,0,0,1,1,5,2,1,0,67.7,0,1,1,28,1,0,1,0,0,0,0,0,0,0,9,5,1,0,1,2,2,3,0,31,4,2,2,0,24,13,2,78.97,0,2,60,0,9.5,2.25,540,1,25.25,3.23,1485.25,7.3,0,0,0,1,21.75,3.08,1360,7.22,0,0,NA,0,NA,0,0,0,0,1,1,0,1,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,medium_spend_cust
8888-ERPHEF-H3V,5,1,77,July,11,3,0,23,1,19,15.3,0.87,-0.14,2.04,0.71,0,2,0,-1,-1,1,8,0,0,0,0,0,0,8,0,2,4,2,0,0,9.8,0,0,8,30,0,0,0,1,0,0,1,1,0,0,9,3,0,0,1,3,2,2,1,13,2,4,1,0,8,5,1,17.05,0,1,32,0,5.05,1.62,150,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0,low_spend_cust
0213-HSPXOI-LYR,5,1,21,May,16,5,0,0,0,30,13.5,1.23,0.2,2.82,1.04,1,1,1,13,2,4,0,0,0,0,0,0,0,0,1,3,1,2,1,1,9.9,1,0,4,31,1,0,0,1,0,0,1,1,0,0,9,4,0,0,1,4,1,4,0,4,2,4,4,0,2,17,7,211.87,1,3,10,0,4.7,1.55,52.35,0,0,NA,0,NA,1,24.7,190.85,0,0,NA,0,NA,0,0,NA,0,NA,0,0,0,2,0,0,0,0,1,1,20,0,1,1,0,1,1,1,0,0,0,0,0,medium_spend_cust
9095-NXHCNI-HXG,3,1,31,January,19,1,0,1,0,43,2.1,0.71,-0.35,0.2,-1.63,1,5,0,-1,-1,3,4,0,0,0,0,0,0,4,0,2,1,3,1,1,28.5,0,1,4,37,1,0,1,1,0,0,0,0,0,0,9,4,0,0,0,4,4,4,0,1,2,2,2,0,1,10,3,69.09,0,1,2,1,4.3,1.46,6.3,0,0,NA,0,NA,1,32.85,42.85,1,27,3.3,25,3.22,1,28.75,3.36,22.3,3.1,0,1,1,2,1,1,1,1,1,1,16,1,1,1,1,1,1,1,0,0,0,0,0,medium_spend_cust
4115-RQKQTM-RXB,4,0,74,February,11,1,0,26,1,18,1.4,0.05,-2.91,0.2,-1.62,0,5,0,-1,-1,1,7,0,0,0,0,0,0,7,0,1,2,7,0,0,11,1,0,1,32,1,0,0,1,0,0,0,0,0,0,2,2,1,0,0,5,3,2,0,23,1,3,1,0,18,8,5,157.61,0,2,50,0,14.8,2.69,708.25,1,23.75,3.17,1123.5,7.02,0,0,0,1,15.25,2.72,700,6.55,0,0,NA,0,NA,1,0,0,0,0,1,0,1,1,1,24,1,1,1,0,0,0,0,0,1,1,0,0,medium_spend_cust
4730-MCQYEE-7XQ,2,1,27,December,20,2,0,0,0,42,16.4,1.37,0.32,5.52,1.71,0,1,1,16,3,4,2,0,2,0,0,0,0,0,0,2,1,2,1,0,17.8,1,0,1,27,1,0,0,0,0,0,1,0,0,0,2,2,0,1,1,4,1,3,0,9,2,3,1,0,9,12,2,61.86,1,1,41,1,15.65,2.75,580.35,0,0,NA,0,NA,1,49,2046.8,1,17.75,2.88,695,6.54,1,49.25,3.9,2032.4,7.62,1,1,1,4,1,1,0,1,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0,medium_spend_cust
4048-TDAQGT-9Y6,2,0,64,February,10,6,0,36,0,327,11.7,15.53,2.74,22.73,3.12,0,5,1,16,3,2,0,0,0,0,0,0,0,0,0,2,5,2,1,0,85.8,1,0,10,23,0,1,0,0,1,0,1,0,0,1,9,4,0,0,1,1,3,1,1,40,2,4,3,0,30,9,2,121.16,0,3,72,0,100.7,4.61,7400.85,1,65.75,4.19,4707,8.46,0,0,0,1,24.25,3.19,1770,7.48,0,0,NA,0,NA,1,1,1,1,1,1,1,1,0,1,16,1,1,1,0,1,0,0,0,1,0,0,0,medium_spend_cust
4336-AZJUON-KO0,4,0,72,April,18,1,0,9,0,30,6.9,0.18,-1.74,1.89,0.64,0,4,1,14,2,2,3,0,0,0,0,3,0,0,1,3,3,2,1,0,12.8,0,0,1,20,1,0,0,1,1,0,0,1,0,0,9,4,0,0,1,2,2,4,0,13,4,2,3,0,11,6,1,14.97,0,2,40,0,12.4,2.52,507.25,1,18,2.89,713.6,6.57,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,1,0,1,2,1,0,1,1,0,1,24,1,1,1,1,1,1,0,1,1,0,0,0,low_spend_cust
5495-XNMJLP-GBP,4,0,66,July,16,1,0,21,1,96,15.6,8.33,2.12,6.65,1.89,0,5,1,20,5,2,0,0,0,0,0,0,0,0,1,1,5,2,1,1,44.1,0,1,1,31,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,2,3,1,0,38,3,1,3,0,28,13,7,183.13,0,2,70,0,24.55,3.2,1858.25,1,25.5,3.24,1819.25,7.51,0,0,0,1,34,3.53,2385,7.78,0,0,NA,0,NA,1,1,0,1,1,1,1,1,0,1,22,1,1,1,0,1,0,1,0,1,0,0,1,medium_spend_cust
9844-JTMVSQ-J5G,2,0,55,July,16,5,0,29,0,143,10.9,9.66,2.27,5.92,1.78,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,5,5,1,0,94.8,1,0,1,23,1,0,0,1,0,0,0,0,0,0,9,5,0,0,1,1,1,4,0,37,4,3,4,1,29,11,6,636.02,0,1,69,0,18.5,2.92,1286.1,1,57.75,4.06,3967.3,8.29,1,54.4,3676.2,1,24,3.18,1715,7.45,0,0,NA,0,NA,1,1,0,1,1,1,1,1,1,1,21,1,1,1,0,1,1,0,1,1,0,0,0,medium_spend_cust
6960-IEHYJM-SCB,1,1,20,December,15,2,0,0,0,25,6.8,0.91,-0.1,0.79,-0.23,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,1,0,14.7,1,0,1,32,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,4,1,0,2,2,3,4,0,2,5,6,109.84,1,1,7,1,3.65,1.29,29.1,1,16.25,2.79,125.35,4.83,1,35.95,210.55,1,34,3.53,215,5.37,1,30.8,3.43,186,5.23,1,1,1,2,0,1,1,1,1,1,33,1,1,1,0,1,1,1,1,0,0,0,0,low_spend_cust
2566-HGSGRK-ROU,1,0,59,April,18,2,0,7,0,68,6.5,2.15,0.76,2.27,0.82,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,5,3,1,1,34.2,0,1,1,18,1,0,0,0,0,0,0,0,0,0,9,3,0,1,0,4,3,3,0,20,1,1,1,0,20,8,4,236.47,0,2,56,1,19.95,2.99,1154.15,1,52,3.95,3072.8,8.03,1,61.9,3395,1,31.75,3.46,1870,7.53,1,74.8,4.31,4242.6,8.35,1,1,1,3,1,1,1,1,1,1,19,1,1,1,1,1,0,1,1,1,0,0,0,medium_spend_cust
7164-HJCLUK-29N,2,1,69,August,8,1,1,16,0,78,12.7,6.69,1.9,3.22,1.17,0,5,1,7,1,2,2,1,1,0,0,0,0,0,0,2,5,0,-1,-1,-1,-1,1,2,23,0,1,1,0,1,0,0,0,0,0,9,6,0,0,1,4,2,1,0,40,3,3,4,0,30,10,4,138.22,0,3,72,0,46.7,3.84,3491.9,1,73.5,4.3,5498.15,8.61,0,0,0,1,33.5,3.51,2365,7.77,0,0,NA,0,NA,1,1,0,0,1,1,1,1,0,1,16,1,1,1,0,0,0,0,1,1,0,0,0,medium_spend_cust
