"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"210",66,22,0,2,22,17.8,1.05,0.04,2.87,1.05,0,1,1,19,4,2,12,3,0,0,0,0,0,9,1,1,0,0,4,14,0,0,0,1,0,0,0,1,0,0,9,3,1,1,1,1,4,1,0,9,0,8,10,2,45.55,0,21,0,7.85,2.06,149.1,0,0,2.35,0,5.36,1,34.55,655.2,0,0,1.45,0,3.81,0,0,2.82,0,5.35,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,0,0,0,0,"2","1","December","2","1","1","4","0","6.9","0","4","1","3","2","4","medium_spend_cust"
"214",65,16,0,3,42,14.6,1.48,0.39,4.65,1.54,1,5,0,-1,-1,1,5,0,0,0,0,0,0,5,0,0,-1,0,8,33,0,0,0,0,0,0,1,1,0,0,9,5,0,0,1,4,2,3,0,8,0,7,11,6,137.56,1,35,0,6.05,1.8,210.45,0,0,2.28,0,5.59,0,0,0,0,0,2.08,0,5.44,0,0,2.64,0,6.12,1,0,0,0,0,0,0,0,1,15,1,1,1,0,1,0,0,0,1,1,0,0,"5","0","February","2","0","2","4","-1","-1","-1","1","4","4","3","1","medium_spend_cust"
"215",23,18,0,0,13,3.3,0.13,-2.02,0.3,-1.21,0,2,1,17,4,4,0,0,0,0,0,0,0,0,1,1,1,0,1,26,1,0,0,0,0,0,0,0,0,1,1,5,0,0,1,5,4,4,0,5,0,5,15,1,18.31,0,29,1,6.35,1.85,190,1,11.75,2.46,306.6,5.73,0,0,0,0,0,2.14,0,5.54,0,0,2.64,0,5.92,0,0,0,0,1,1,0,0,1,20,1,0,1,0,1,0,1,1,0,0,0,0,"3","1","April","2","0","3","2","0","9.7","0","2","2","3","1","1","medium_spend_cust"
"218",68,13,0,7,15,3.5,0.07,-2.71,0.46,-0.78,0,3,1,10,1,2,0,0,0,0,0,0,0,0,1,1,0,1,1,32,1,0,0,0,0,0,0,1,0,0,9,4,0,1,0,4,2,1,1,40,1,30,10,5,140.72,0,72,0,72.45,4.28,5246.3,1,25.5,3.24,1808.65,7.5,0,0,0,1,15.25,2.72,1085,6.99,0,0,2.89,0,7.23,1,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","September","2","1","1","5","1","4.2","0","1","4","1","2","0","medium_spend_cust"
"220",33,16,1,8,20,13.3,0.85,-0.16,1.81,0.59,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,0,0,1,17,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,1,4,0,15,0,15,13,8,281.22,1,51,0,10.45,2.35,551.3,1,35.25,3.56,1846.8,7.52,0,0,0,0,0,2.01,0,5.83,0,0,2.69,0,6.59,1,0,0,1,1,1,0,0,1,17,1,1,1,0,1,0,1,0,1,0,1,0,"2","0","March","5","0","1","3","0","11.6","1","1","1","1","1","0","medium_spend_cust"
"243",18,13,0,0,15,4.9,0.21,-1.56,0.52,-0.64,0,2,1,10,1,4,1,1,0,0,0,0,0,0,1,2,0,1,1,17,1,0,0,1,0,0,0,0,0,0,9,3,1,0,1,3,2,4,0,0,1,0,14,4,91.91,0,2,0,14.1,2.65,28.65,0,0,2.44,0,2.3,1,30.55,26.1,1,12.5,2.53,5,1.61,0,0,2.82,0,2.54,1,0,0,0,0,0,0,1,1,14,1,1,1,0,1,1,1,0,1,0,0,0,"1","1","October","3","0","1","1","0","9.1","0","5","4","3","3","3","medium_spend_cust"
"252",30,15,0,3,30,30.6,3.87,1.35,5.31,1.67,1,3,0,-1,-1,2,4,0,2,0,2,0,0,0,1,1,0,1,1,21,1,1,0,1,0,0,0,0,0,0,9,6,0,1,1,2,3,4,0,8,1,6,11,0,0,1,13,0,3.8,1.34,52.05,0,0,2.4,0,5.16,0,0,0,0,0,1.7,0,4.25,0,0,2.64,0,5.21,0,0,0,0,0,0,0,0,1,23,1,1,1,0,0,0,1,0,0,0,0,0,"2","1","April","3","0","3","2","0","10.8","1","3","4","1","1","0","low_spend_cust"
"257",42,11,0,7,46,11,1.3,0.26,3.76,1.32,0,4,1,9,1,4,2,0,2,0,0,0,0,0,1,3,1,0,1,30,1,0,0,1,0,0,0,0,0,0,1,6,1,0,1,1,1,1,0,24,1,24,6,9,774.25,1,61,1,28.35,3.34,1689.2,0,0,2.33,0,6.51,1,45.75,2694.25,1,12.75,2.55,775,6.65,1,57.7,4.06,3594.45,8.19,1,1,1,1,0,1,1,1,1,25,1,1,1,1,1,1,1,1,1,0,0,1,"2","0","April","6","0","1","3","0","24","0","3","3","4","3","4","medium_spend_cust"
"265",22,17,0,0,20,14.9,0.5,-0.69,2.48,0.91,0,2,1,15,3,2,1,0,0,0,1,0,0,0,0,4,1,0,1,32,1,1,0,0,0,0,0,0,0,0,9,5,1,0,1,4,3,1,0,5,0,2,13,4,101.22,0,17,0,4.9,1.59,72.75,0,0,2.48,0,5.48,1,25.7,361.85,0,0,1.75,0,4.61,0,0,2.72,0,5.42,0,0,0,0,0,0,0,1,1,18,0,1,1,0,1,0,1,0,0,0,1,0,"3","0","March","2","0","2","1","0","8.8","0","1","1","1","3","3","medium_spend_cust"
"267",42,17,0,1,30,9.7,1.13,0.13,1.78,0.57,1,5,0,-1,-1,3,1,0,1,0,0,0,0,0,1,3,1,0,1,27,1,0,0,1,1,0,0,1,0,0,9,5,1,0,1,2,2,1,0,12,1,9,17,5,114.19,1,29,0,7.3,1.99,212,0,0,2.3,0,5.52,0,0,0,1,13.5,2.6,325,5.78,0,0,2.54,0,5.69,1,0,0,0,0,0,0,1,1,15,1,1,1,0,1,1,1,0,0,0,0,1,"5","0","August","2","0","3","3","1","11.5","0","4","4","4","1","4","medium_spend_cust"
"270",56,14,0,8,79,14,6.07,1.8,4.99,1.61,0,3,0,-1,-1,1,6,0,0,0,0,0,0,6,1,0,-1,0,2,21,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,4,4,2,0,17,0,7,6,1,17.01,1,23,0,4.65,1.54,135.2,0,0,2.33,0,5.68,0,0,0,0,0,2.42,0,5.72,0,0,2.68,0,6.01,0,0,0,1,1,0,0,0,1,19,1,1,1,0,1,0,1,0,0,0,0,0,"2","1","September","2","0","1","5","-1","-1","-1","2","1","3","2","0","low_spend_cust"
"272",66,14,0,34,350,3.9,3.7,1.31,9.95,2.3,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,6,1,0,1,17,1,0,0,0,0,0,0,1,0,0,9,6,0,0,1,1,1,1,0,40,0,30,9,7,287.04,0,72,0,58.65,4.07,4365.7,1,53.25,3.97,3761.8,8.23,0,0,0,1,69.25,4.24,4755,8.47,0,0,2.96,0,7.22,1,1,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,1,0,0,0,"4","1","November","5","0","2","2","1","87.9","1","4","3","1","2","0","medium_spend_cust"
"275",24,16,0,0,30,4.4,0.37,-0.98,0.95,-0.06,0,1,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,1,0,1,19,1,0,0,0,0,0,0,0,0,0,9,2,0,1,0,3,3,3,0,6,0,6,11,1,19.77,1,35,0,9.2,2.22,330.05,0,0,2.35,0,6.23,1,39.5,1306.75,0,0,1.61,0,5.25,0,0,2.54,0,6.44,1,0,0,0,0,0,0,0,1,27,1,1,1,0,1,0,1,0,0,0,0,0,"3","1","February","1","0","1","1","0","12.8","1","2","3","4","3","1","low_spend_cust"
"279",52,8,0,20,50,4.2,0.32,-1.14,1.78,0.58,0,5,1,9,1,2,5,3,0,0,0,0,2,0,0,2,1,0,1,28,1,0,1,1,0,0,0,0,0,0,9,5,0,0,0,5,4,4,0,27,0,20,8,2,32.43,1,56,0,12.45,2.52,760.95,1,36.75,3.6,2033.95,7.62,0,0,0,1,23.5,3.16,1245,7.13,0,0,2.88,0,6.8,0,0,0,1,1,1,1,0,1,19,1,1,1,0,0,0,0,0,1,1,0,0,"3","1","June","3","0","2","4","1","34","0","3","4","4","2","0","medium_spend_cust"
"292",49,13,0,2,37,14.3,0.9,-0.11,4.39,1.48,1,5,0,-1,-1,1,7,0,0,0,0,0,0,7,1,1,1,0,7,28,0,0,1,0,0,0,1,0,0,0,9,4,0,0,1,3,3,3,0,7,0,4,7,3,48.32,0,16,0,8.75,2.17,123.25,1,12.75,2.55,181.85,5.2,0,0,0,1,24.75,3.21,395,5.98,0,0,2.68,0,5.2,0,0,0,1,1,1,1,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,"3","0","March","2","0","3","2","1","19.9","1","2","2","3","2","0","low_spend_cust"
"299",46,16,0,9,24,1.3,0.14,-1.97,0.17,-1.76,0,4,1,12,2,2,1,0,1,0,0,0,0,0,1,2,1,0,3,20,0,0,1,0,0,0,0,0,0,0,9,2,1,1,1,2,2,2,0,10,0,13,9,6,135.34,1,33,0,3.7,1.31,127.45,1,23.25,3.15,761.45,6.64,0,0,0,1,13.25,2.58,420,6.04,0,0,2.54,0,6.06,0,0,0,1,1,1,0,0,1,22,1,1,1,0,1,1,0,1,0,1,0,0,"1","0","February","6","0","3","4","0","12.1","0","4","4","1","1","1","low_spend_cust"
"301",52,16,0,6,33,10,0.51,-0.68,2.79,1.03,0,4,0,-1,-1,2,1,1,0,0,0,0,0,0,0,1,1,1,5,17,0,0,0,0,1,0,0,0,0,0,9,4,0,0,0,4,3,1,0,3,0,3,6,4,196.89,0,5,0,6.55,1.88,41.4,0,0,2.51,0,4.29,0,0,0,0,0,1.87,0,4.25,0,0,2.64,0,4.78,0,0,0,0,0,0,0,0,1,21,1,1,1,0,1,1,0,0,0,0,0,0,"2","1","September","1","0","2","3","1","13.2","0","2","2","2","2","2","low_spend_cust"
"311",32,12,0,2,29,9.3,0.47,-0.76,2.23,0.8,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,0,0,8,31,1,0,1,1,0,0,0,1,0,1,9,3,1,0,1,4,1,1,1,6,0,3,11,3,52.58,1,11,0,3.95,1.37,46.2,1,25.75,3.25,280.5,5.64,0,0,0,1,20.5,3.02,230,5.44,0,0,2.64,0,4.78,0,0,1,1,1,1,1,0,1,20,1,1,1,0,0,1,1,1,0,0,0,0,"5","0","September","1","0","2","3","1","14","0","3","4","3","1","0","low_spend_cust"
"312",79,12,0,6,9,3.8,0.17,-1.79,0.18,-1.74,0,3,1,12,2,2,1,0,1,0,0,0,0,0,0,3,0,0,1,27,1,0,0,0,1,0,0,0,0,0,9,4,1,0,1,3,4,3,0,15,0,12,5,3,22.97,0,34,0,5.5,1.7,225.7,1,23,3.14,803.55,6.69,0,0,0,1,8,2.08,240,5.48,0,0,2.64,0,5.94,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"4","0","March","2","1","2","5","0","3.8","0","2","2","2","1","0","low_spend_cust"
"316",39,17,0,5,50,15.6,2.46,0.9,5.34,1.67,1,2,0,-1,-1,1,4,3,1,0,0,0,0,0,0,2,1,1,1,24,1,0,0,0,0,0,0,1,0,0,9,6,1,1,0,3,4,2,1,1,0,1,19,3,74.49,1,1,1,2.6,0.96,2.6,1,17.75,2.88,17.75,2.88,1,48.1,48.1,1,7.75,2.05,7.75,2.05,1,30.95,3.43,30.95,3.43,0,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,0,0,0,0,1,"2","0","August","1","0","2","2","1","26.1","0","2","3","4","3","2","medium_spend_cust"
"318",75,15,0,11,74,2.8,1.33,0.28,0.75,-0.29,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,1,1,0,8,24,0,0,0,0,0,0,0,1,0,0,2,4,1,0,1,3,1,2,1,30,0,22,9,5,494.99,1,50,1,21.05,3.05,1062.5,1,20.75,3.03,1099.6,7,1,39.2,1929.05,1,45.5,3.82,2160,7.68,0,0,2.82,0,6.66,0,0,0,1,1,0,1,1,1,14,1,1,1,0,1,1,1,0,1,0,0,1,"4","1","February","1","0","2","5","0","27.7","1","2","3","3","2","1","medium_spend_cust"
"320",32,16,1,6,36,13.4,0.47,-0.75,4.35,1.47,1,3,1,13,2,4,6,0,0,0,0,0,0,6,1,0,-1,0,5,18,0,0,0,0,1,0,0,1,0,0,9,4,0,0,0,4,4,2,0,3,0,1,13,5,211.04,1,5,1,3.5,1.25,30.7,1,21.5,3.07,108.85,4.69,1,57.05,249.25,1,16.5,2.8,85,4.44,1,90.35,4.5,380.15,5.94,0,1,1,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,0,0,0,0,"2","0","April","5","0","3","2","-1","-1","-1","1","4","3","3","4","medium_spend_cust"
"323",74,11,0,39,16,9.9,0.6,-0.51,0.98,-0.02,0,3,0,-1,-1,1,7,0,0,0,0,0,0,7,0,3,0,1,1,30,1,0,1,1,0,0,0,0,0,1,9,6,1,0,0,2,1,4,0,40,0,30,15,6,206.65,0,72,0,56.15,4.03,3987.1,0,0,2.53,0,6.81,0,0,0,1,25.25,3.23,1935,7.57,0,0,3.02,0,7.47,1,0,0,0,0,0,0,0,1,24,1,1,1,0,1,0,0,0,1,0,1,0,"4","1","October","3","1","2","5","1","7.1","0","3","3","3","2","2","medium_spend_cust"
"324",38,16,0,10,76,2.6,0.44,-0.83,1.54,0.43,0,3,0,-1,-1,2,0,0,0,0,0,0,0,0,1,2,1,0,1,21,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,3,1,1,1,20,1,17,8,3,93.59,0,47,1,29.5,3.38,1422.6,1,29.5,3.38,1413.85,7.25,1,52,2336.35,1,30.25,3.41,1400,7.24,1,62.35,4.13,2807.25,7.94,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,1,1,1,1,0,1,1,"3","0","November","1","0","3","3","0","44.7","0","4","4","4","3","1","medium_spend_cust"
"329",65,17,0,7,28,3.5,0.32,-1.15,0.66,-0.41,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,5,0,0,1,22,1,0,0,1,0,0,1,0,0,1,9,5,0,0,0,2,1,4,0,39,0,28,6,6,140.27,1,72,0,31,3.43,2197.05,0,0,2.88,0,7.27,0,0,0,1,18.25,2.9,1285,7.16,0,0,3.17,0,7.47,1,1,0,0,0,0,1,0,1,16,1,1,1,0,1,1,1,0,1,0,0,1,"1","1","September","1","0","1","5","1","16.3","0","1","2","1","2","1","low_spend_cust"
"331",29,19,0,0,71,10.7,0.87,-0.14,6.72,1.91,0,1,0,-1,-1,1,9,1,0,0,0,0,0,8,1,4,1,1,1,29,1,0,1,1,1,1,0,0,0,1,9,5,0,1,1,1,4,1,0,11,0,11,14,7,339.48,0,44,0,10.8,2.38,484.9,0,0,2.53,0,6.49,1,29.5,1341.25,0,0,2.17,0,6.1,0,0,2.72,0,6.67,1,0,0,0,0,0,0,1,1,12,1,1,1,0,1,1,1,0,1,1,1,1,"2","0","June","1","0","4","2","1","49.8","0","2","3","2","3","4","high_spend_cust"
"333",48,15,1,2,27,6.5,1.04,0.04,0.72,-0.33,0,1,1,11,1,2,11,4,0,0,0,0,0,7,1,3,1,0,1,31,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,4,1,1,0,10,0,10,10,8,252.57,0,38,1,4.05,1.4,145.15,0,0,2.33,0,6.13,1,17,696.6,0,0,1.7,0,5.35,0,0,2.64,0,6.47,1,0,0,0,0,0,0,0,1,22,1,1,1,0,0,1,0,0,1,0,0,0,"3","1","July","2","0","1","4","1","10.8","0","3","3","3","3","0","medium_spend_cust"
"336",75,11,0,32,21,10.1,1.53,0.43,0.59,-0.53,0,4,1,15,3,2,15,0,0,0,2,0,0,13,1,1,0,0,3,25,0,0,1,0,0,0,0,0,0,1,9,4,1,0,0,3,1,3,0,28,0,17,8,5,131.89,0,53,0,16.95,2.83,971.35,0,0,2.51,0,6.6,0,0,0,1,22.25,3.1,1230,7.11,0,0,2.82,0,6.94,1,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","January","6","1","1","5","1","10","0","5","4","3","2","0","medium_spend_cust"
"342",74,16,1,17,51,17.7,1.49,0.4,7.54,2.02,0,4,1,13,2,2,8,2,0,0,0,0,0,6,0,3,1,0,8,35,1,0,0,0,1,0,0,1,0,1,9,2,0,1,0,2,1,3,0,38,0,27,9,5,142.1,1,70,0,43.8,3.78,2995.9,1,31.25,3.44,2135.9,7.67,0,0,0,1,39.25,3.67,2800,7.94,0,0,3.03,0,7.26,1,0,0,1,0,1,0,0,1,22,1,1,1,0,0,0,0,0,1,1,0,0,"2","0","January","1","0","2","5","1","15.4","0","1","2","4","2","0","medium_spend_cust"
"344",20,15,0,0,28,9.8,0.88,-0.13,1.87,0.63,1,1,1,15,3,5,1,0,1,0,0,0,0,0,1,2,1,0,1,29,1,0,1,0,0,0,0,0,0,1,1,3,0,0,1,1,3,1,0,2,1,2,10,4,199.99,1,14,0,5.4,1.69,54.95,1,25.75,3.25,349.75,5.86,0,0,0,1,16.75,2.82,240,5.48,0,0,2.64,0,5.31,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","April","2","0","3","1","0","13","1","3","4","1","1","0","medium_spend_cust"
"348",54,12,0,8,41,8.7,0.61,-0.49,2.96,1.08,0,3,0,-1,-1,1,8,0,0,0,0,0,0,8,1,2,1,0,1,31,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,3,2,2,0,26,0,19,3,8,241.2,1,45,0,15.65,2.75,745.2,0,0,2.35,0,6.31,0,0,0,0,0,2.11,0,6.05,0,0,2.72,0,6.76,1,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","December","2","0","3","4","0","20.1","0","2","4","1","1","0","low_spend_cust"
"361",52,15,0,6,165,9.7,4.56,1.52,11.44,2.44,0,5,0,-1,-1,1,2,2,0,0,0,0,0,0,1,3,1,1,1,31,1,0,1,0,1,0,0,0,0,0,9,2,1,0,1,2,2,1,0,31,0,24,2,4,178.48,0,61,0,12.8,2.55,771.55,1,33,3.5,1979.85,7.59,0,0,0,1,34.5,3.54,2125,7.66,0,0,2.88,0,7.01,0,0,0,0,1,1,0,0,1,13,1,1,1,0,1,0,1,0,1,0,0,0,"1","1","January","1","0","1","4","1","91.6","0","3","1","2","3","3","low_spend_cust"
"367",55,17,0,17,143,6.4,2.84,1.04,6.31,1.84,0,4,1,16,3,4,0,0,0,0,0,0,0,0,1,1,1,0,4,22,1,0,0,1,0,0,0,0,0,1,9,4,0,0,1,3,3,1,0,37,0,30,9,8,337.6,0,71,0,32.4,3.48,2317.75,0,0,2.55,0,6.85,1,39.05,2846.05,1,20.25,3.01,1390,7.24,0,0,3.03,0,7.39,1,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,1,0,0,1,"1","1","April","6","0","3","5","0","59.9","1","4","3","2","3","4","medium_spend_cust"
"370",60,17,0,22,20,22.4,2.12,0.75,2.36,0.86,0,5,1,18,4,2,0,0,0,0,0,0,0,0,1,3,1,0,1,22,1,0,0,1,0,0,0,1,0,1,9,6,1,1,1,1,3,4,0,26,0,19,9,7,232.65,0,58,0,18.1,2.9,1023.95,0,0,2.62,0,6.65,1,24,1486.05,1,9.25,2.22,540,6.29,0,0,2.89,0,6.94,1,0,0,0,0,0,0,0,1,25,1,1,1,0,1,0,1,0,1,0,0,1,"1","1","July","6","1","2","3","1","9.5","1","4","1","4","2","1","medium_spend_cust"
"372",39,17,0,5,36,17.1,0.97,-0.03,5.19,1.65,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,37,0,1,0,0,0,0,0,0,0,0,9,2,1,0,1,2,4,3,0,2,0,2,10,5,176.11,1,5,0,3.45,1.24,13.2,0,0,2.44,0,3.95,0,0,0,0,0,1.32,0,2.3,0,0,2.54,0,3.62,0,0,0,0,0,0,0,0,1,16,1,1,1,0,1,0,0,0,0,0,0,0,"2","1","March","1","0","2","3","0","16.7","0","4","3","3","1","0","medium_spend_cust"
"380",43,20,0,2,42,5.4,0.64,-0.45,1.63,0.49,0,5,0,-1,-1,1,8,0,0,1,0,1,0,6,0,2,1,1,1,18,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,3,3,0,2,0,3,6,6,191.39,1,10,1,5.1,1.63,52.1,1,17.5,2.86,161.7,5.09,1,48.45,455.05,1,6,1.79,55,4.01,1,31.6,3.45,283.5,5.65,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,0,0,0,1,"4","0","May","2","0","2","3","0","25","1","2","2","4","1","1","low_spend_cust"
"383",37,13,0,3,16,11.8,0.65,-0.43,1.23,0.21,1,2,0,-1,-1,2,8,0,0,0,0,0,0,8,0,2,1,0,7,23,1,0,0,0,1,0,1,1,0,0,9,4,0,0,1,2,4,1,0,10,0,5,12,6,100.54,0,17,1,6.45,1.86,105.6,0,0,2.14,0,4.78,1,27.5,432.95,0,0,2.28,0,4.87,0,0,2.68,0,5.34,1,0,0,0,0,0,0,1,1,27,0,1,1,0,1,1,1,1,1,0,1,0,"3","0","April","2","0","2","2","1","7.6","0","3","2","3","3","3","medium_spend_cust"
"384",57,20,1,9,47,9.4,1.37,0.31,3.05,1.11,0,3,1,18,4,2,3,0,3,0,0,0,0,0,0,1,1,0,5,27,1,0,0,0,1,0,0,0,0,1,4,2,0,0,1,4,2,4,0,25,1,24,13,6,200.61,0,58,0,18.05,2.89,948.4,1,27,3.3,1626.05,7.39,1,35.65,2049.9,1,10.5,2.35,620,6.43,1,27.3,3.31,1691.4,7.43,1,0,1,1,1,1,1,1,1,22,1,1,1,0,1,0,0,0,0,1,0,0,"1","1","September","1","0","2","3","1","34.5","0","1","1","4","3","2","medium_spend_cust"
"385",75,13,1,10,14,5.7,0.26,-1.36,0.54,-0.61,0,4,1,12,2,2,4,0,0,0,0,0,0,4,1,4,0,0,1,27,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,2,3,1,0,27,0,22,11,9,385.29,0,60,0,16.65,2.81,968.85,1,36.5,3.6,2199,7.7,0,0,0,1,17.5,2.86,1120,7.02,0,0,2.75,0,6.89,0,0,0,1,1,0,1,0,1,21,1,1,1,0,1,0,0,1,1,0,0,0,"3","0","June","2","1","1","5","0","6.6","1","1","3","1","3","3","medium_spend_cust"
"386",68,13,0,9,47,18.4,4.98,1.61,3.67,1.3,1,3,1,18,4,2,0,0,0,0,0,0,0,0,0,4,1,0,1,27,1,0,0,1,0,0,0,1,0,0,9,4,0,1,0,4,3,3,0,35,0,24,13,6,113.98,0,66,0,39.9,3.69,2724.4,0,0,2.48,0,6.81,0,0,0,1,14,2.64,880,6.78,0,0,2.83,0,7.07,1,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0,"2","0","June","1","0","2","4","1","26","1","1","3","1","3","0","medium_spend_cust"
"392",31,14,0,7,34,15.4,1.53,0.42,3.71,1.31,0,3,0,-1,-1,1,1,0,1,0,0,0,0,0,1,0,-1,1,4,26,0,0,0,1,0,0,0,1,0,0,9,3,0,1,1,3,4,1,1,3,1,2,12,5,111.5,0,7,1,3.2,1.16,17.25,0,0,2.3,0,3.59,0,0,0,0,0,2.28,0,3.4,0,0,2.72,0,4.1,1,0,0,0,0,0,0,1,1,15,1,1,1,0,1,1,1,0,0,0,1,0,"2","1","October","5","0","4","3","-1","-1","-1","2","3","4","1","2","medium_spend_cust"
"405",52,15,0,18,81,4.9,1.15,0.14,2.81,1.03,0,4,0,-1,-1,1,10,1,0,0,0,0,0,9,0,2,1,0,8,43,0,0,0,1,1,0,1,1,0,0,9,5,0,0,0,1,2,1,1,34,0,28,10,5,552.27,1,69,0,25.1,3.22,1768.15,0,0,2.3,0,6.68,0,0,0,1,97.25,4.58,6440,8.77,0,0,2.82,0,6.98,1,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,0,0,1,0,0,0,"5","1","January","3","0","2","4","0","49.1","1","4","4","4","2","0","high_spend_cust"
"409",62,16,0,21,20,4.6,0.36,-1.01,0.56,-0.59,0,2,1,15,3,2,9,1,0,0,0,0,0,8,1,3,1,0,1,33,1,0,0,0,1,0,0,1,0,0,9,3,0,0,0,4,2,2,0,39,0,29,7,7,190.31,0,72,0,27.35,3.31,1870.15,0,0,2.42,0,6.75,0,0,0,1,31.5,3.45,2215,7.7,0,0,2.92,0,7.26,1,0,0,0,1,0,0,0,1,16,1,1,1,0,1,0,1,0,1,0,0,0,"5","0","January","4","1","1","4","0","8.3","0","3","2","3","2","1","low_spend_cust"
"410",25,13,1,0,24,15,1.15,0.14,2.45,0.9,0,1,1,13,2,4,0,0,0,0,0,0,0,0,1,2,1,1,5,33,1,0,0,1,1,0,0,1,0,0,9,6,1,0,0,1,4,4,0,7,0,7,11,4,92.45,1,36,1,5.3,1.67,180.75,1,31,3.43,1131.7,7.03,0,0,0,0,0,2.4,0,5.7,0,0,2.82,0,6.17,1,0,0,1,1,1,0,0,1,22,1,1,1,0,1,0,0,0,1,0,0,0,"2","0","December","2","0","1","2","0","10.7","1","4","2","1","3","2","low_spend_cust"
"414",56,13,0,19,54,5.4,1.26,0.23,1.66,0.51,0,5,1,10,1,2,2,1,1,0,0,0,0,0,1,4,1,0,1,23,1,1,0,0,0,0,0,0,0,0,9,4,1,0,0,4,2,4,0,39,1,29,8,3,115.15,0,72,0,27.3,3.31,1960.8,1,39,3.66,2722.45,7.91,0,0,0,1,19,2.94,1245,7.13,0,0,3.08,0,7.26,1,0,0,0,1,1,1,0,1,13,1,1,1,0,0,1,0,0,1,1,0,0,"5","0","April","6","1","4","5","1","21.4","0","1","2","2","3","0","medium_spend_cust"
"415",39,15,1,6,71,3.7,0.81,-0.21,1.81,0.59,0,3,1,15,3,4,3,1,2,0,0,0,0,0,1,3,1,0,1,19,1,0,0,0,1,0,0,0,0,0,9,5,1,0,1,3,2,2,0,21,1,19,8,3,44.51,0,41,1,16.35,2.79,662.7,0,0,2.46,0,6.27,0,0,0,1,19.25,2.96,755,6.63,0,0,2.72,0,6.36,1,0,0,1,0,1,1,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0,"3","0","April","1","0","1","2","0","34.9","1","2","4","3","3","1","low_spend_cust"
"417",30,14,0,1,26,7.3,1.04,0.04,0.86,-0.16,1,1,1,15,3,4,2,0,0,1,1,0,0,0,1,3,1,1,1,22,1,0,1,0,1,0,0,0,0,0,9,5,1,0,0,4,1,1,0,12,0,12,10,6,196.67,1,43,0,14.05,2.64,648.6,1,55,4.01,2276.4,7.73,1,46.6,1990.95,1,25.75,3.25,1030,6.94,1,44.65,3.8,1971.85,7.59,0,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,0,1,0,"1","1","August","2","0","3","2","1","9.2","0","1","4","2","1","2","medium_spend_cust"
